,track_name,_description
4225,76HKOVWqsEg26SECtmw7Rz,the way you make me feel  2012 remaster michael jackson the way you make me feel - 2012 remaster midpopularity lowacousticness highdanceability highenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness midtempo midvalence highalbum_popularity highartist_popularity eighties pop rb soul key1 
4226,2jQfozDpitT8lVEYoOjmeR,leave me alone  2012 remaster michael jackson leave me alone - 2012 remaster midpopularity midacousticness highdanceability highenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness hightempo midvalence highalbum_popularity highartist_popularity twothousands pop rb soul key4 
4227,2w7VEWHtt8WW88Yt5H9ibZ,speed demon  2012 remaster michael jackson speed demon - 2012 remaster midpopularity lowacousticness highdanceability highenergy midinstrumentalness lowliveness highloudness minormode lowspeechiness midtempo lowvalence highalbum_popularity highartist_popularity twothousands pop rb soul key6 
4228,0rT9f5BSZrZ6DvzfBEckG0,butterflies michael jackson butterflies midpopularity lowacousticness highdanceability midenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness midtempo midvalence highalbum_popularity highartist_popularity twothousands pop rb soul key8 
4229,5UHM8Z6GXhaB6RUlBemByI,break of dawn michael jackson break of dawn midpopularity midacousticness middanceability midenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness midtempo midvalence highalbum_popularity highartist_popularity twothousands pop rb soul key1 
4230,7s51HyYKRGWqkH1UWnApHh,ghosts michael jackson ghosts midpopularity lowacousticness highdanceability highenergy lowinstrumentalness midliveness highloudness minormode lowspeechiness midtempo highvalence midalbum_popularity highartist_popularity nineties pop rb soul key4 
4231,3AoeaZs8dFemFJr3JdzOL0,you are not alone michael jackson you are not alone midpopularity midacousticness middanceability midenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness midtempo lowvalence highalbum_popularity highartist_popularity nineties pop rb soul key11 
4232,4GCGH6TJ69neckwITeBFXK,earth song michael jackson earth song midpopularity midacousticness middanceability midenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness hightempo lowvalence highalbum_popularity highartist_popularity nineties pop rb soul key3 
4233,64KrFHj9p5AyCX2yZQr4YJ,stranger in moscow michael jackson stranger in moscow midpopularity lowacousticness highdanceability midenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness hightempo midvalence highalbum_popularity highartist_popularity nineties pop rb soul key1 
4234,3wuCCNCnBhJlwkIJTBZFiv,they dont care about us michael jackson they don't care about us highpopularity lowacousticness highdanceability highenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness midtempo highvalence highalbum_popularity highartist_popularity nineties pop rb soul key0 
4235,4LD5dhQ3kqpqe14sGPDtBC,scream michael jackson scream midpopularity lowacousticness highdanceability highenergy lowinstrumentalness midliveness highloudness majormode lowspeechiness midtempo midvalence highalbum_popularity highartist_popularity nineties pop rb soul key0 
4236,541jTq3SOEELKvcfA0jHI0,the way you make me feel michael jackson the way you make me feel midpopularity lowacousticness middanceability highenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness midtempo midvalence highalbum_popularity highartist_popularity nineties pop rb soul key1 
4237,3u4RKvwDT3CKeYbjxqXEye,dangerous michael jackson dangerous midpopularity lowacousticness highdanceability highenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness midtempo midvalence highalbum_popularity highartist_popularity nineties pop rb soul key10 
4238,1igW25R8lnb5ze9GWbuVsl,will you be there michael jackson will you be there midpopularity highacousticness middanceability midenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness midtempo lowvalence highalbum_popularity highartist_popularity nineties pop rb soul key8 
4239,4HWcWgleTuUAWnVPNwW4CM,who is it michael jackson who is it midpopularity lowacousticness highdanceability midenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness midtempo midvalence highalbum_popularity highartist_popularity nineties pop rb soul key5 
4240,7EsjkelQuoUlJXEw7SeVV4,black or white michael jackson black or white midpopularity lowacousticness middanceability highenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness midtempo highvalence highalbum_popularity highartist_popularity nineties pop rb soul key9 
4241,7woW97CfcWaKtuC6W5BP2K,heal the world michael jackson heal the world midpopularity midacousticness middanceability midenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness midtempo lowvalence highalbum_popularity highartist_popularity nineties pop rb soul key9 
4242,4jnFqNWeJCeCRHc4HCdxfd,remember the time michael jackson remember the time highpopularity lowacousticness highdanceability highenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness midtempo highvalence highalbum_popularity highartist_popularity nineties pop rb soul key5 
4243,5lA3pwMkBdd24StM90QrNR,pyt pretty young thing michael jackson p.y.t. (pretty young thing) midpopularity lowacousticness highdanceability highenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness hightempo highvalence highalbum_popularity highartist_popularity twothousands pop rb soul key11 
4244,35lAjvsvS9k9HHuP1fjDT8,human nature michael jackson human nature midpopularity midacousticness middanceability midenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness midtempo highvalence highalbum_popularity highartist_popularity twothousands pop rb soul key2 
4245,5ChkMS8OtdzJeqyybCc9R5,billie jean michael jackson billie jean highpopularity lowacousticness highdanceability midenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness midtempo highvalence highalbum_popularity highartist_popularity twothousands pop rb soul key11 
4246,1OOtq8tRnDM8kG2gqUPjAj,beat it michael jackson beat it highpopularity lowacousticness highdanceability highenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness hightempo highvalence highalbum_popularity highartist_popularity twothousands pop rb soul key3 
4247,3S2R0EVwBSAVMd5UMgKTL0,thriller michael jackson thriller midpopularity lowacousticness highdanceability highenergy lowinstrumentalness highliveness highloudness majormode lowspeechiness midtempo highvalence highalbum_popularity highartist_popularity twothousands pop rb soul key11 
4248,2kulOHR2XY6YDZCWXb38hn,wanna be startin somethin michael jackson wanna be startin' somethin' midpopularity lowacousticness highdanceability highenergy midinstrumentalness lowliveness highloudness minormode lowspeechiness hightempo highvalence highalbum_popularity highartist_popularity twothousands pop rb soul key6 
4249,6NGsHLZYGVAkXTFr75WWnn,shes out of my life  single version michael jackson she's out of my life - single version midpopularity highacousticness lowdanceability lowenergy lowinstrumentalness lowliveness midloudness majormode lowspeechiness hightempo lowvalence highalbum_popularity highartist_popularity seventies pop rb soul key4 
4250,6BdiFsPMPkSEEO4fFXFVWX,workin day and night michael jackson workin' day and night midpopularity lowacousticness highdanceability highenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness hightempo highvalence highalbum_popularity highartist_popularity seventies pop rb soul key7 
4251,46eu3SBuFCXWsPT39Yg3tJ,dont stop til you get enough michael jackson don't stop 'til you get enough highpopularity lowacousticness highdanceability highenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness midtempo highvalence highalbum_popularity highartist_popularity seventies pop rb soul key11 
4252,4nWZKEZc09aCT68d7cIoGT,my girl michael jackson my girl lowpopularity lowacousticness highdanceability midenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness midtempo highvalence midalbum_popularity highartist_popularity seventies pop rb soul key8 
4253,63gcHyuhAC8G2C0bVQUOJI,rockin robin michael jackson rockin' robin midpopularity lowacousticness middanceability highenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness hightempo highvalence midalbum_popularity highartist_popularity seventies pop rb soul key10 
4254,5ou2nZT8UQJn1nuiUxAyjs,aint no sunshine michael jackson ain't no sunshine lowpopularity lowacousticness middanceability midenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness hightempo highvalence midalbum_popularity highartist_popularity seventies pop rb soul key5 
4255,4ckfqSHUZAIovo8wKAPPW0,rico feat frank ocean mellowhype rico (feat. frank ocean) lowpopularity lowacousticness highdanceability midenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness midtempo lowvalence lowalbum_popularity midartist_popularity twothousands underground hip hop key8 
4256,42zd6DYQ4o4SECmTITrM1U,dreams and nightmares meek mill dreams and nightmares highpopularity midacousticness middanceability highenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness midtempo midvalence highalbum_popularity highartist_popularity twothousands pop rap rap hip hop southern hip hop trap key11 
4257,57hCSu4zMTdnSum7NBL1Ye,lord knows feat tory lanez meek mill lord knows (feat. tory lanez) midpopularity lowacousticness middanceability highenergy lowinstrumentalness highliveness highloudness minormode midspeechiness hightempo lowvalence highalbum_popularity highartist_popularity presenttime pop rap rap hip hop southern hip hop trap key10 
4258,0Y0TOsE1q11qgbi7c5WZsG,rico feat drake meek mill r.i.c.o. (feat. drake) highpopularity lowacousticness highdanceability midenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness hightempo midvalence highalbum_popularity highartist_popularity presenttime pop rap rap hip hop southern hip hop trap key1 
4259,22NLm3IIR9NLG0cUYtmHMW,pretty wings  uncut maxwell pretty wings - uncut midpopularity lowacousticness middanceability midenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness midtempo lowvalence midalbum_popularity midartist_popularity twothousands rb urban contemporary neo soul contemporary rb soul quiet storm funk key9 
4261,3XG801WWhqC753dekEBkMt,real love mary j. blige real love midpopularity lowacousticness highdanceability highenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness midtempo highvalence midalbum_popularity highartist_popularity nineties dance pop rb urban contemporary neo soul hip pop key0 
4262,2YegxR5As7BeQuVp2U6pek,be without you  kendu mix mary j. blige be without you - kendu mix lowpopularity lowacousticness highdanceability highenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness hightempo highvalence lowalbum_popularity highartist_popularity twothousands dance pop rb urban contemporary neo soul hip pop key2 
4263,3aw9iWUQ3VrPQltgwvN9Xu,family affair mary j. blige family affair highpopularity lowacousticness highdanceability midenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness midtempo highvalence highalbum_popularity highartist_popularity twothousands dance pop rb urban contemporary neo soul hip pop key8 
4264,3jDdpx9PMlfMBS5tOBHFm9,return of the mack mark morrison return of the mack highpopularity lowacousticness highdanceability highenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness midtempo midvalence highalbum_popularity midartist_popularity nineties british soul key2 
4265,3XsvretpCGKQbO8c5EhcIk,how do i breathe mario how do i breathe lowpopularity lowacousticness highdanceability midenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness midtempo midvalence lowalbum_popularity highartist_popularity twothousands pop dance pop rb urban contemporary hip pop pop rb contemporary rb key5 
4266,4VKnkoNNM6yTb4cXXX3wqD,shake it off mariah carey shake it off midpopularity lowacousticness highdanceability midenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness hightempo highvalence midalbum_popularity highartist_popularity twothousands dance pop urban contemporary key2 
